Group,Dana,Mineral,Mineral_Lowercase,Mineral_CJML
Sulphides,02.09.03.01,Mawsonite,mawsonite,"""mawsonite"","
Sulphides,02.09.03.02,Chatkalite,chatkalite,"""chatkalite"","
Sulphides,02.09.03.03,Stannoidite,stannoidite,"""stannoidite"","
Sulphides,02.09.04,Germanite,germanite,"""germanite"","
Sulphides,02.09.04.01,Renierite,renierite,"""renierite"","
Sulphides,02.09.04.02,Germanite,germanite,"""germanite"","
Sulphides,02.09.04.03,Maikainite,maikainite,"""maikainite"","
Sulphides,02.09.04.04,Ovamboite,ovamboite,"""ovamboite"","
Sulphides,02.09.05.01,Morozeviczite,morozeviczite,"""morozeviczite"","
Sulphides,02.09.05.02,Polkovicite,polkovicite,"""polkovicite"","
Sulphides,02.09.06.01,Hemusite,hemusite,"""hemusite"","
Sulphides,02.09.06.02,Kiddcreekite,kiddcreekite,"""kiddcreekite"","
Sulphides,02.09.07.01,Putoranite,putoranite,"""putoranite"","
Sulphides,02.09.08,Talnakhite,talnakhite,"""talnakhite"","
Sulphides,02.09.08.01,Talnakhite,talnakhite,"""talnakhite"","
Sulphides,02.09.08.02,Haycockite,haycockite,"""haycockite"","
Sulphides,02.09.08.03,Mooihoekite,mooihoekite,"""mooihoekite"","
Sulphides,02.09.09.01,Raguinite,raguinite,"""raguinite"","
Sulphides,02.09.10.01,Teallite,teallite,"""teallite"","
Sulphides,02.09.11.01,Rasvumite,rasvumite,"""rasvumite"","
Sulphides,02.09.11.02,Pautovite,pautovite,"""pautovite"","
Sulphides,02.09.12.01,Sternbergite,sternbergite,"""sternbergite"","
Sulphides,02.09.12.02,Picotpaulite,picotpaulite,"""picotpaulite"","
Sulphides,02.09.13,Cubanite,cubanite,"""cubanite"","
Sulphides,02.09.13.01,Cubanite,cubanite,"""cubanite"","
Sulphides,02.09.13.02,Argentopyrite,argentopyrite,"""argentopyrite"","
Sulphides,02.09.13.03,Isocubanite,isocubanite,"""isocubanite"","
Sulphides,02.09.14.01,Idaite,idaite,"""idaite"","
Sulphides,02.09.14.02,Catamarcaite,catamarcaite,"""catamarcaite"","
Sulphides,02.09.15.01,Nukundamite,nukundamite,"""nukundamite"","
Sulphides,02.09.16.01,Mohite,mohite,"""mohite"","
Sulphides,02.09.17,Caswellsilverite,caswellsilverite,"""caswellsilverite"","
Sulphides,02.09.17.01,Caswellsilverite,caswellsilverite,"""caswellsilverite"","
Sulphides,02.09.17.02,Schollhornite,schollhornite,"""schollhornite"","
Sulphides,02.09.17.03,Cronusite,cronusite,"""cronusite"","
Sulphides,02.09.18.01,Petrukite,petrukite,"""petrukite"","
Sulphides,02.09.19,Bartonite,bartonite,"""bartonite"","
Sulphides,02.09.19.01,Bartonite,bartonite,"""bartonite"","
Sulphides,02.09.19.02,Chlorbartonite,chlorbartonite,"""chlorbartonite"","
Sulphides,02.10.01,Linnaeite,linnaeite,"""linnaeite"","
Sulphides,02.10.01.01,Linnaeite,linnaeite,"""linnaeite"","
Sulphides,02.10.01.02,Carrollite,carrollite,"""carrollite"","
Sulphides,02.10.01.03,Fletcherite,fletcherite,"""fletcherite"","
Sulphides,02.10.01.04,Tyrrellite,tyrrellite,"""tyrrellite"","
Sulphides,02.10.01.05,Bornhardtite,bornhardtite,"""bornhardtite"","
Sulphides,02.10.01.06,Siegenite,siegenite,"""siegenite"","
Sulphides,02.10.01.07,Polydymite,polydymite,"""polydymite"","
Sulphides,02.10.01.08,Violarite,violarite,"""violarite"","
Sulphides,02.10.01.09,Trustedtite,trustedtite,"""trustedtite"","
Sulphides,02.10.01.10,Greigite,greigite,"""greigite"","
Sulphides,02.10.01.11,Daubreelite,daubreelite,"""daubreelite"","
Sulphides,02.10.01.12,Indite,indite,"""indite"","
Sulphides,02.10.01.13,Kalininite,kalininite,"""kalininite"","
Sulphides,02.10.01.14,Florensovite,florensovite,"""florensovite"","
Sulphides,02.10.01.15,Cuproiridsite,cuproiridsite,"""cuproiridsite"","
Sulphides,02.10.01.16,Cuprorhodsite,cuprorhodsite,"""cuprorhodsite"","
Sulphides,02.10.01.17,Malanite,malanite,"""malanite"","
Sulphides,02.10.01.18,Ferrorhodsite,ferrorhodsite,"""ferrorhodsite"","
Sulphides,02.10.01.19,Cadmoindite,cadmoindite,"""cadmoindite"","
Sulphides,02.10.02,Wilkmanite,wilkmanite,"""wilkmanite"","
Sulphides,02.10.02.01,Wilkmanite,wilkmanite,"""wilkmanite"","
Sulphides,02.10.02.02,Brezinaite,brezinaite,"""brezinaite"","
Sulphides,02.10.02.03,Heideite,heideite,"""heideite"","
Sulphides,02.10.02.04,Kingstonite,kingstonite,"""kingstonite"","
Sulphides,02.10.03.01,Rhodostannite,rhodostannite,"""rhodostannite"","
Sulphides,02.10.03.02,Toyohaite,toyohaite,"""toyohaite"","
Sulphides,02.10.04.01,Konderite,konderite,"""konderite"","
Sulphides,02.10.04.02,Inaglyite,inaglyite,"""inaglyite"","
Sulphides,02.10.05.01,Tarkianite,tarkianite,"""tarkianite"","
Sulphides,02.11.01,Orpiment,orpiment,"""orpiment"","
Sulphides,02.11.01.01,Orpiment,orpiment,"""orpiment"","
Sulphides,02.11.01.02,Getchellite,getchellite,"""getchellite"","
Sulphides,02.11.02,Stibnite,stibnite,"""stibnite"","
Sulphides,02.11.02.01,Stibnite,stibnite,"""stibnite"","
Sulphides,02.11.02.02,Antimonselite,antimonselite,"""antimonselite"","
Sulphides,02.11.02.03,Bismuthinite,bismuthinite,"""bismuthinite"","
Sulphides,02.11.02.04,Guanajuatite,guanajuatite,"""guanajuatite"","
Sulphides,02.11.03.01,Metastibnite,metastibnite,"""metastibnite"","
Sulphides,02.11.04.01,Wakabayashilite,wakabayashilite,"""wakabayashilite"","
Sulphides,02.11.05.01,Paakkonenite,paakkonenite,"""paakkonenite"","
Sulphides,02.11.06.01,Laphamite,laphamite,"""laphamite"","
Sulphides,02.11.07,Tetradymite,tetradymite,"""tetradymite"","
Sulphides,02.11.07.01,Tetradymite,tetradymite,"""tetradymite"","
Sulphides,02.11.07.02,Tellurobismuthite,tellurobismuthite,"""tellurobismuthite"","
Sulphides,02.11.07.03,Tellurantimony,tellurantimony,"""tellurantimony"","
Sulphides,02.11.07.04,Paraguanajuatite,paraguanajuatite,"""paraguanajuatite"","
Sulphides,02.11.07.05,Kawazulite,kawazulite,"""kawazulite"","
Sulphides,02.11.07.06,Skippenite,skippenite,"""skippenite"","
Sulphides,02.11.07.07,Vihorlatite,vihorlatite,"""vihorlatite"","
Sulphides,02.11.08.01,Montbrayite,montbrayite,"""montbrayite"","
Sulphides,02.11.09.01,Ottemannite,ottemannite,"""ottemannite"","
Sulphides,02.11.10.01,Nagyagite,nagyagite,"""nagyagite"","
Sulphides,02.11.11.01,Buckhornite,buckhornite,"""buckhornite"","
Sulphides,02.11.12.01,Bowieite,bowieite,"""bowieite"","
Sulphides,02.11.12.02,Kashinite,kashinite,"""kashinite"","
Sulphides,02.11.13.01,Edgarite,edgarite,"""edgarite"","
Sulphides,02.11.14.01,Museumite,museumite,"""museumite"","
Sulphides,02.12.01,Pyrite,pyrite,"""pyrite"","
Sulphides,02.12.01.01,Pyrite,pyrite,"""pyrite"","
Sulphides,02.12.01.02,Vaesite,vaesite,"""vaesite"","
Sulphides,02.12.01.03,Cattierite,cattierite,"""cattierite"","
Sulphides,02.12.01.04,Penroseite,penroseite,"""penroseite"","
Sulphides,02.12.01.05,Trogtalite,trogtalite,"""trogtalite"","
Sulphides,02.12.01.06,Villamaninite,villamaninite,"""villamaninite"","
Sulphides,02.12.01.07,Fukuchilite,fukuchilite,"""fukuchilite"","
Sulphides,02.12.01.08,Krutaite,krutaite,"""krutaite"","
Sulphides,02.12.01.09,Hauerite,hauerite,"""hauerite"","
Sulphides,02.12.01.10,Laurite,laurite,"""laurite"","
Sulphides,02.12.01.11,Aurostibite,aurostibite,"""aurostibite"","
Sulphides,02.12.01.12,Krutovite,krutovite,"""krutovite"","
Sulphides,02.12.01.13,Sperrylite,sperrylite,"""sperrylite"","
Sulphides,02.12.01.14,Geversite,geversite,"""geversite"","
Sulphides,02.12.01.15,Insizwaite,insizwaite,"""insizwaite"","
Sulphides,02.12.01.16,Erlichmanite,erlichmanite,"""erlichmanite"","
Sulphides,02.12.01.17,Dzharkenite,dzharkenite,"""dzharkenite"","
Sulphides,02.12.01.18,Gaotaiite,gaotaiite,"""gaotaiite"","
Sulphides,02.12.01.19,Mayingite,mayingite,"""mayingite"","
Sulphides,02.12.02,Marcasite,marcasite,"""marcasite"","
Sulphides,02.12.02.01,Marcasite,marcasite,"""marcasite"","
Sulphides,02.12.02.02,Ferroselite,ferroselite,"""ferroselite"","
Sulphides,02.12.02.03,Frohbergite,frohbergite,"""frohbergite"","
Sulphides,02.12.02.04,Hastite,hastite,"""hastite"","
Sulphides,02.12.02.05,Mattagamite,mattagamite,"""mattagamite"","
Sulphides,02.12.02.06,Kullerudite,kullerudite,"""kullerudite"","
Sulphides,02.12.02.07,Omeiite,omeiite,"""omeiite"","
Sulphides,02.12.02.08,Anduoite,anduoite,"""anduoite"","
Sulphides,02.12.02.09,Lollingite,lollingite,"""lollingite"","
Sulphides,02.12.02.10,Seinajokite,seinajokite,"""seinajokite"","
Sulphides,02.12.02.11,Safflorite,safflorite,"""safflorite"","
Sulphides,02.12.02.12,Rammelsbergite,rammelsbergite,"""rammelsbergite"","
Sulphides,02.12.02.13,Nisbite,nisbite,"""nisbite"","
Sulphides,02.12.03,Cobaltite,cobaltite,"""cobaltite"","
Sulphides,02.12.03.01,Cobaltite,cobaltite,"""cobaltite"","
Sulphides,02.12.03.02,Gersdorffite,gersdorffite,"""gersdorffite"","
Sulphides,02.12.03.03,Ullmannite,ullmannite,"""ullmannite"","
Sulphides,02.12.03.04,Willyamite,willyamite,"""willyamite"","
Sulphides,02.12.03.05,Tolovkite,tolovkite,"""tolovkite"","
Sulphides,02.12.03.06,Platarsite,platarsite,"""platarsite"","
Sulphides,02.12.03.07,Irarsite,irarsite,"""irarsite"","
Sulphides,02.12.03.08,Hollingworthite,hollingworthite,"""hollingworthite"","
Sulphides,02.12.03.09,Jolliffeite,jolliffeite,"""jolliffeite"","
Sulphides,02.12.03.10,Padmaite,padmaite,"""padmaite"","
Sulphides,02.12.03.11,Michenerite,michenerite,"""michenerite"","
Sulphides,02.12.03.12,Maslovite,maslovite,"""maslovite"","
Sulphides,02.12.03.13,Testibiopalladite,testibiopalladite,"""testibiopalladite"","
Sulphides,02.12.03.14,Changchengite,changchengite,"""changchengite"","
Sulphides,02.12.03.15,Milotaite,milotaite,"""milotaite"","
Sulphides,02.12.03.16,Kalungaite,kalungaite,"""kalungaite"","
Sulphides,02.12.04,Arsenopyrite,arsenopyrite,"""arsenopyrite"","
Sulphides,02.12.04.01,Arsenopyrite,arsenopyrite,"""arsenopyrite"","
Sulphides,02.12.04.02,Gudmundite,gudmundite,"""gudmundite"","
Sulphides,02.12.04.03,Osarsite,osarsite,"""osarsite"","
Sulphides,02.12.04.04,Ruarsite,ruarsite,"""ruarsite"","
Sulphides,02.12.04.05,Iridarsenite,iridarsenite,"""iridarsenite"","
Sulphides,02.12.04.06,Clinosafflorite,clinosafflorite,"""clinosafflorite"","
Sulphides,02.12.05.01,Pararammelsbergite,pararammelsbergite,"""pararammelsbergite"","
Sulphides,02.12.05.02,Paxite,paxite,"""paxite"","
Sulphides,02.12.06.01,Glaucodot,glaucodot,"""glaucodot"","
Sulphides,02.12.06.02,Alloclasite,alloclasite,"""alloclasite"","
Sulphides,02.12.07,Costibite,costibite,"""costibite"","
Sulphides,02.12.07.01,Costibite,costibite,"""costibite"","
Sulphides,02.12.07.02,Paracostibite,paracostibite,"""paracostibite"","
Sulphides,02.12.07.03,Oenite,oenite,"""oenite"","
Sulphides,02.12.08.01,Lautite,lautite,"""lautite"","
Sulphides,02.12.09.01,Bambollaite,bambollaite,"""bambollaite"","
Sulphides,02.12.10,Molybdenite,molybdenite,"""molybdenite"","
Sulphides,02.12.10.01,Molybdenite,molybdenite,"""molybdenite"","
Sulphides,02.12.10.02,Drysdallite,drysdallite,"""drysdallite"","
Sulphides,02.12.10.03,Tungstenite,tungstenite,"""tungstenite"","
Sulphides,02.12.11.01,Jordisite,jordisite,"""jordisite"","
Sulphides,02.12.12.01,Jeromite,jeromite,"""jeromite"","
Sulphides,02.12.13,Krennerite,krennerite,"""krennerite"","
Sulphides,02.12.13.01,Krennerite,krennerite,"""krennerite"","
Sulphides,02.12.13.02,Calaverite,calaverite,"""calaverite"","
Sulphides,02.12.13.03,Sylvanite,sylvanite,"""sylvanite"","
Sulphides,02.12.13.04,Kostovite,kostovite,"""kostovite"","
Sulphides,02.12.14,Melonite,melonite,"""melonite"","
Sulphides,02.12.14.01,Melonite,melonite,"""melonite"","
Sulphides,02.12.14.02,Kitkaite,kitkaite,"""kitkaite"","
Sulphides,02.12.14.03,Moncheite,moncheite,"""moncheite"","
Sulphides,02.12.14.04,Merenskyite,merenskyite,"""merenskyite"","
Sulphides,02.12.14.05,Berndtite,berndtite,"""berndtite"","
Sulphides,02.12.14.06,Shuangfengite,shuangfengite,"""shuangfengite"","
Sulphides,02.12.14.07,Sudovikovite,sudovikovite,"""sudovikovite"","
Sulphides,02.12.15.01,Froodite,froodite,"""froodite"","
Sulphides,02.12.15.02,Urvantsevite,urvantsevite,"""urvantsevite"","
Sulphides,02.12.15.03,Verbeekite,verbeekite,"""verbeekite"","
Sulphides,02.12.16.01,Borishanskiite,borishanskiite,"""borishanskiite"","
Sulphides,02.12.17,Skutterudite,skutterudite,"""skutterudite"","
Sulphides,02.12.17.01,Skutterudite,skutterudite,"""skutterudite"","
Sulphides,02.12.17.02,Nickelskutterudite,nickelskutterudite,"""nickelskutterudite"","
Sulphides,02.12.17.03,Kieftite,kieftite,"""kieftite"","
Sulphides,02.12.17.04,Ferroskutterudite,ferroskutterudite,"""ferroskutterudite"","
Sulphides,02.12.18.01,Rheniite,rheniite,"""rheniite"","
Sulphides,02.13.01.01,Kermesite,kermesite,"""kermesite"","
Sulphides,02.13.02.01,Sarabauite,sarabauite,"""sarabauite"","
Sulphides,02.13.03.01,Cetineite,cetineite,"""cetineite"","
Sulphides,02.13.03.02,Ottensite,ottensite,"""ottensite"","
Sulphides,02.13.04.01,Viaeneite,viaeneite,"""viaeneite"","
Sulphides,02.14.01.01,Valleriite,valleriite,"""valleriite"","
Sulphides,02.14.02.01,Tochilinite,tochilinite,"""tochilinite"","
Sulphides,02.14.03.01,Haapalaite,haapalaite,"""haapalaite"","
Sulphides,02.14.03.02,Yushkinite,yushkinite,"""yushkinite"","
Sulphides,02.14.04.01,Vyalsovite,vyalsovite,"""vyalsovite"","
Sulphides,02.14.05.01,Erdite,erdite,"""erdite"","
Sulphides,02.14.06.01,Coyoteite,coyoteite,"""coyoteite"","
Sulphides,02.14.07.01,Orickite,orickite,"""orickite"","
Sulphides,02.14.08.01,Wilhelmramsayite,wilhelmramsayite,"""wilhelmramsayite"","
Sulphides,02.15.01.01,Ardaite,ardaite,"""ardaite"","
Sulphides,02.15.02,Djerfisherite,djerfisherite,"""djerfisherite"","
Sulphides,02.15.02.01,Djerfisherite,djerfisherite,"""djerfisherite"","
Sulphides,02.15.02.02,Thalfenisite,thalfenisite,"""thalfenisite"","
Sulphides,02.15.02.03,Owensite,owensite,"""owensite"","
Sulphides,02.15.03.01,Kolarite,kolarite,"""kolarite"","
Sulphides,02.15.04.01,Radhakrishnaite,radhakrishnaite,"""radhakrishnaite"","
Sulphides,02.15.05.01,Perroudite,perroudite,"""perroudite"","
Sulphides,02.15.06.01,Capgaronnite,capgaronnite,"""capgaronnite"","
Sulphides,02.15.06.02,Iltisite,iltisite,"""iltisite"","
Sulphides,02.15.07.01,Mutnovskite,mutnovskite,"""mutnovskite"","
Sulphides,02.16.01.01,Mertieite,mertieite,"""mertieite"","
Sulphides,02.16.02.01,Isomertieite,isomertieite,"""isomertieite"","
Sulphides,02.16.02.02,Miessiite,miessiite,"""miessiite"","
Sulphides,02.16.03.01,Mertieite,mertieite,"""mertieite"","
Sulphides,02.16.04.01,Stillwaterite,stillwaterite,"""stillwaterite"","
Sulphides,02.16.05.01,Arsenopalladinite,arsenopalladinite,"""arsenopalladinite"","
Sulphides,02.16.06.01,Telluropalladinite,telluropalladinite,"""telluropalladinite"","
Sulphides,02.16.07.01,Balkanite,balkanite,"""balkanite"","
Sulphides,02.16.07.02,Danielsite,danielsite,"""danielsite"","
Sulphides,02.16.08.01,Betekhtinite,betekhtinite,"""betekhtinite"","
Sulphides,02.16.09.01,Larosite,larosite,"""larosite"","
Sulphides,02.16.10,Chrisstanleyite,chrisstanleyite,"""chrisstanleyite"","
Sulphides,02.16.10.01,Sopcheite,sopcheite,"""sopcheite"","
Sulphides,02.16.10.02,Chrisstanleyite,chrisstanleyite,"""chrisstanleyite"","
Sulphides,02.16.10.03,Jagueite,jagueite,"""jagueite"","
Sulphides,02.16.11.01,Henryite,henryite,"""henryite"","
Sulphides,02.16.12.01,Furutobeite,furutobeite,"""furutobeite"","
Sulphides,02.16.12.02,Schlemaite,schlemaite,"""schlemaite"","
Sulphides,02.16.13.01,Stutzite,stutzite,"""stutzite"","
Sulphides,02.16.14.01,Gortdrumite,gortdrumite,"""gortdrumite"","
Sulphides,02.16.15.01,Rickardite,rickardite,"""rickardite"","
Sulphides,02.16.15.02,Oosterboschite,oosterboschite,"""oosterboschite"","
Sulphides,02.16.16.01,Maucherite,maucherite,"""maucherite"","
Sulphides,02.16.17.01,Athabascaite,athabascaite,"""athabascaite"","
Sulphides,02.16.18.01,Penzhinite,penzhinite,"""penzhinite"","
Sulphides,02.16.19,Palladseite,palladseite,"""palladseite"","
Sulphides,02.16.19.01,Palladseite,palladseite,"""palladseite"","
Sulphides,02.16.19.02,Miassite,miassite,"""miassite"","
Sulphides,02.16.19.02a,Prassoite,prassoite,"""prassoite"","
Sulphides,02.16.20.01,Cameronite,cameronite,"""cameronite"","
Sulphides,02.16.21.01,Patronite,patronite,"""patronite"","
Sulphides,02.16.22.01,Vasilite,vasilite,"""vasilite"","
Sulphides,02.16.23.01,Luberoite,luberoite,"""luberoite"","
Sulphides,03.01.01,Colusite,colusite,"""colusite"","
Sulphides,03.01.01.01,Colusite,colusite,"""colusite"","
Sulphides,03.01.01.02,Germanocolusite,germanocolusite,"""germanocolusite"","
Sulphides,03.01.01.03,Nekrasovite,nekrasovite,"""nekrasovite"","
Sulphides,03.01.01.04,Stibiocolusite,stibiocolusite,"""stibiocolusite"","
Sulphides,03.01.02.01,Vinciennite,vinciennite,"""vinciennite"","
Sulphides,03.01.03.01,Levyclaudite,levyclaudite,"""levyclaudite"","
Sulphides,03.01.04,Cylindrite,cylindrite,"""cylindrite"","
Sulphides,03.01.04.01,Cylindrite,cylindrite,"""cylindrite"","
Sulphides,03.01.04.02,Franckeite,franckeite,"""franckeite"","
Sulphides,03.01.04.03,Incaite,incaite,"""incaite"","
Sulphides,03.01.04.04,Potosiite,potosiite,"""potosiite"","
Sulphides,03.01.04.05,Abramovite,abramovite,"""abramovite"","
Sulphides,03.01.04.06,Coiraite,coiraite,"""coiraite"","
Sulphides,03.01.05.01,Miharaite,miharaite,"""miharaite"","
Sulphides,03.01.06.01,Billingsleyite,billingsleyite,"""billingsleyite"","
Sulphides,03.01.07,Polybasite,polybasite,"""polybasite"","
Sulphides,03.01.07.01,Arsenpolybasite,arsenpolybasite,"""arsenpolybasite"","
Sulphides,03.01.07.02,Polybasite,polybasite,"""polybasite"","
Sulphides,03.01.07.03,Selenopolybasite,selenopolybasite,"""selenopolybasite"","
Sulphides,03.01.07.04,Cupropolybasite,cupropolybasite,"""cupropolybasite"","
Sulphides,03.01.08,Pearceite,pearceite,"""pearceite"","
Sulphides,03.01.08.01,Pearceite,pearceite,"""pearceite"","
Sulphides,03.01.08.02,Antimonpearceite,antimonpearceite,"""antimonpearceite"","
Sulphides,03.01.08.03,Cupropearceite,cupropearceite,"""cupropearceite"","
Sulphides,03.01.09.01,Petrovicite,petrovicite,"""petrovicite"","
Sulphides,03.01.09.02,Mazzettiite,mazzettiite,"""mazzettiite"","
Sulphides,03.01.10.01,Benleonardite,benleonardite,"""benleonardite"","
Sulphides,03.01.11.01,Aschamalmite,aschamalmite,"""aschamalmite"","
Sulphides,03.01.12.01,Tsnigriite,tsnigriite,"""tsnigriite"","
Sulphides,03.01.13.01,Baksanite,baksanite,"""baksanite"","
Sulphides,03.02.01.01,Enargite,enargite,"""enargite"","
Sulphides,03.02.02,Luzonite,luzonite,"""luzonite"","
Sulphides,03.02.02.01,Luzonite,luzonite,"""luzonite"","
Sulphides,03.02.02.02,Famatinite,famatinite,"""famatinite"","
Sulphides,03.02.02.03,Permingeatite,permingeatite,"""permingeatite"","
Sulphides,03.02.03.01,Sulvanite,sulvanite,"""sulvanite"","
Sulphides,03.02.03.02,Arsenosulvanite,arsenosulvanite,"""arsenosulvanite"","
Sulphides,03.02.04,Stephanite,stephanite,"""stephanite"","
Sulphides,03.02.04.01,Stephanite,stephanite,"""stephanite"","
Sulphides,03.02.04.02,Selenostephanite,selenostephanite,"""selenostephanite"","
Sulphides,03.02.05,Hauchecornite,hauchecornite,"""hauchecornite"","
Sulphides,03.02.05.01,Hauchecornite,hauchecornite,"""hauchecornite"","
Sulphides,03.02.05.02,Bismutohauchecornite,bismutohauchecornite,"""bismutohauchecornite"","
Sulphides,03.02.05.03,Tellurohauchecornite,tellurohauchecornite,"""tellurohauchecornite"","
Sulphides,03.02.05.04,Arsenohauchecornite,arsenohauchecornite,"""arsenohauchecornite"","
Sulphides,03.02.05.05,Tucekite,tucekite,"""tucekite"","
Sulphides,03.02.06.01,Arcubisite,arcubisite,"""arcubisite"","
Sulphides,03.02.06.02,Fettelite,fettelite,"""fettelite"","
Sulphides,03.02.07.01,Chalcothallite,chalcothallite,"""chalcothallite"","
Sulphides,03.02.08.01,Chameanite,chameanite,"""chameanite"","
Sulphides,03.02.09.01,Fangite,fangite,"""fangite"","
